"year_p_name","year_p_year","year_p_Tm","year_p_Pk","year_p_Rk","year_p_college","year_p_Yrs","year_p_G","year_p_MP","year_p_PTS","year_p_TRB","year_p_AST","year_p_FG","year_p__3P","year_p_FT","year_p_MP_PG","year_p_PTS_PG","year_p_TRB_PG","year_p_AST_PG","year_p_WS_ADV","year_p_WS48_ADV","year_p_BPM_ADV","year_p_VORP_ADV"
"Jarrett Jack","2005","DEN","22","22","Georgia Tech","13","867","24140","9349","2487","3952",".440",".343",".855","27.8","10.8","2.9","4.6","36.8",".073","-0.9","6.5"
"Francisco García","2005","SAC","23","23","Louisville","10","549","11853","4323","1400","747",".427",".357",".799","21.6","7.9","2.6","1.4","18.2",".074","-0.1","5.7"
"Luther Head","2005","HOU","24","24","Illinois","6","348","7797","2842","845","747",".423",".388",".773","22.4","8.2","2.4","2.1","14.7",".090","0.1","4.2"
"Johan Petro","2005","SEA","25","25","","8","473","7262","2202","1836","227",".462",".154",".678","15.4","4.7","3.9","0.5","5.5",".037","-4.6","-4.6"
"Jason Maxiell","2005","DET","26","26","Cincinnati","10","618","11379","3481","2576","266",".495",".000",".564","18.4","5.6","4.2","0.4","20.3",".086","-2.5","-1.4"
"Linas Kleiza","2005","POR","27","27","Missouri","7","409","8185","3561","1470","321",".435",".335",".763","20.0","8.7","3.6","0.8","13.6",".080","-2.3","-0.7"
"Ian Mahinmi","2005","SAS","28","28","","12","618","10353","3209","2705","357",".533",".160",".612","16.8","5.2","4.4","0.6","26.1",".121","-2.0","0.1"
"Wayne Simien","2005","MIA","29","29","Kansas","2","51","507","169","99","11",".469","",".854","9.9","3.3","1.9","0.2","0.9",".083","-4.4","-0.3"
"David Lee","2005","NYK","30","30","Florida","12","829","24293","11232","7320","1825",".535",".034",".772","29.3","13.5","8.8","2.2","76.0",".150","1.1","19.2"
"Salim Stoudamire","2005","ATL","31","31","Arizona","3","157","2672","1260","214","164",".407",".366",".882","17.0","8.0","1.4","1.0","2.2",".040","-2.9","-0.6"
"Daniel Ewing","2005","LAC","32","32","Duke","2","127","1683","431","158","174",".389",".295",".780","13.3","3.4","1.2","1.4","0.8",".024","-3.0","-0.4"
"Brandon Bass","2005","NOH","33","33","LSU","12","758","16410","6575","3448","608",".499",".207",".832","21.6","8.7","4.5","0.8","42.8",".125","-0.8","5.1"
"C.J. Miles","2005","UTA","34","34","","15","848","17282","8108","2011","914",".411",".358",".809","20.4","9.6","2.4","1.1","30.1",".084","-0.4","6.9"
"Ricky Sanchez","2005","POR","35","35","","","","","","","","","","","","","","","","","",""
"Ersan İlyasova","2005","MIL","36","36","","12","808","18809","8299","4632","904",".444",".365",".776","23.3","10.3","5.7","1.1","48.5",".124","-0.1","9.0"
"Ronny Turiaf","2005","LAL","37","37","Gonzaga","10","473","8020","2209","1757","618",".533",".000",".636","17.0","4.7","3.7","1.3","19.2",".115","0.3","4.7"
"Travis Diener","2005","ORL","38","38","Marquette","5","179","2660","854","243","432",".388",".353",".847","14.9","4.8","1.4","2.4","5.6",".102","-0.4","1.1"
"Von Wafer","2005","LAL","39","39","Florida State","6","200","2475","1054","234","146",".420",".325",".751","12.4","5.3","1.2","0.7","3.3",".064","-1.8","0.1"
"Monta Ellis","2005","GSW","40","40","","12","833","29011","14858","2874","3856",".451",".314",".772","34.8","17.8","3.5","4.6","41.9",".069","-0.3","12.4"
"Roko Ukić","2005","TOR","41","41","","2","85","987","341","78","165",".387",".189",".746","11.6","4.0","0.9","1.9","-0.2","-.007","-4.3","-0.6"
"Chris Taft","2005","GSW","42","42","Pitt","1","17","144","47","36","2",".605","",".167","8.5","2.8","2.1","0.1","0.5",".155","-0.7","0.0"
"Mile Ilić","2005","NJN","43","43","","1","5","6","0","1","0",".000","","","1.2","0.0","0.2","0.0","-0.2","-1.264","-52.0","-0.1"
"Martynas Andriuškevičius","2005","ORL","44","44","","1","6","9","0","4","0",".000","","","1.5","0.0","0.7","0.0","0.0",".155","5.2","0.0"
"Lou Williams","2005","PHI","45","45","","15","1001","24882","14490","2259","3459",".420",".349",".840","24.9","14.5","2.3","3.5","63.5",".123","1.8","23.6"
"Erazem Lorbek","2005","IND","46","46","","","","","","","","","","","","","","","","","",""
"Bracey Wright","2005","MIN","47","47","Indiana","2","26","325","129","39","20",".405",".324",".794","12.5","5.0","1.5","0.8","0.5",".068","-1.6","0.0"
"Mickaël Gelabale","2005","SEA","48","48","","3","145","2348","670","330","115",".470",".316",".815","16.2","4.6","2.3","0.8","3.0",".062","-2.1","0.0"
"Andray Blatche","2005","WAS","49","49","","9","564","12462","5706","3024","798",".467",".237",".725","22.1","10.1","5.4","1.4","19.2",".074","-0.8","3.8"
"Ryan Gomes","2005","BOS","50","50","Providence","8","487","13463","4926","2239","712",".445",".349",".799","27.6","10.1","4.6","1.5","19.4",".069","-1.6","1.4"
"Robert Whaley","2005","UTA","51","51","Walsh University","1","23","212","49","43","17",".404","",".500","9.2","2.1","1.9","0.7","0.0",".004","-5.1","-0.2"
"Axel Hervelle","2005","DEN","52","52","","","","","","","","","","","","","","","","","",""
"Orien Greene","2005","BOS","53","53","LA-Lafayette","4","131","1555","326","195","155",".387",".212",".642","11.9","2.5","1.5","1.2","-0.7","-.022","-4.6","-1.0"
"Dijon Thompson","2005","NYK","54","54","UCLA","2","16","93","45","19","3",".425",".308",".875","5.8","2.8","1.2","0.2","0.2",".102","-0.5","0.0"
"Lawrence Roberts","2005","SEA","55","55","Mississippi State","2","87","1150","334","310","35",".452",".000",".688","13.2","3.8","3.6","0.4","2.5",".106","-1.9","0.0"
"Amir Johnson","2005","DET","56","56","","14","870","18323","6102","4692","1073",".570",".332",".673","21.1","7.0","5.4","1.2","55.3",".145","0.3","10.6"
"Marcin Gortat","2005","PHO","57","57","","12","806","20691","7951","6407","915",".551",".150",".680","25.7","9.9","7.9","1.1","61.3",".142","0.4","12.7"
"Uroš Slokar","2005","TOR","58","58","","1","20","72","38","14","1",".538",".500",".692","3.6","1.9","0.7","0.1","0.1",".042","-5.6","-0.1"
"Cenk Akyol","2005","ATL","59","59","","","","","","","","","","","","","","","","","",""
"Alex Acker","2005","DET","60","60","Pepperdine","2","30","234","81","29","16",".370",".320",".500","7.8","2.7","1.0","0.5","-0.2","-.043","-5.3","-0.2"
"Andrea Bargnani","2006","TOR","1","1","","10","550","15806","7873","2541","653",".439",".354",".824","28.7","14.3","4.6","1.2","18.9",".057","-1.6","1.5"
"LaMarcus Aldridge","2006","CHI","2","2","Texas","14","1003","34518","19599","8360","1985",".491",".312",".811","34.4","19.5","8.3","2.0","111.4",".155","1.7","32.4"
"Adam Morrison","2006","CHA","3","3","Gonzaga","3","161","3278","1200","342","222",".373",".331",".710","20.4","7.5","2.1","1.4","-1.4","-.021","-5.0","-2.4"
"Tyrus Thomas","2006","POR","4","4","LSU","8","402","7932","3093","1938","347",".438",".235",".732","19.7","7.7","4.8","0.9","13.0",".078","-1.2","1.7"
"Shelden Williams","2006","ATL","5","5","Duke","6","361","5586","1618","1562","163",".462",".222",".740","15.5","4.5","4.3","0.5","9.9",".085","-3.0","-1.5"
"Brandon Roy","2006","MIN","6","6","Washington","6","326","11561","6136","1388","1517",".459",".348",".800","35.5","18.8","4.3","4.7","37.4",".155","3.6","16.3"
"Randy Foye","2006","BOS","7","7","Villanova","11","752","19279","7729","1686","2112",".401",".366",".852","25.6","10.3","2.2","2.8","23.5",".058","-1.2","3.8"
"Rudy Gay","2006","HOU","8","8","UConn","14","946","31349","16187","5575","2079",".456",".347",".799","33.1","17.1","5.9","2.2","57.0",".087","0.8","21.9"
"Patrick O'Bryant","2006","GSW","9","9","Bradley","4","90","524","186","127","25",".494",".000",".583","5.8","2.1","1.4","0.3","0.5",".046","-4.6","-0.3"
"Mouhamed Sene","2006","SEA","10","10","","3","47","260","103","75","1",".427","",".589","5.5","2.2","1.6","0.0","0.3",".052","-5.1","-0.2"
"J.J. Redick","2006","ORL","11","11","Duke","14","896","23241","11701","1839","1811",".448",".416",".891","25.9","13.1","2.1","2.0","63.0",".130","0.8","16.3"
"Hilton Armstrong","2006","NOK","12","12","UConn","6","292","3378","880","766","102",".501",".286",".582","11.6","3.0","2.6","0.3","3.9",".055","-4.1","-1.8"
"Thabo Sefolosha","2006","PHI","13","13","","14","869","19062","4994","3252","1196",".449",".349",".732","21.9","5.7","3.7","1.4","39.3",".099","0.6","12.4"
"Ronnie Brewer","2006","UTA","14","14","Arkansas","8","502","11539","3940","1427","828",".490",".254",".675","23.0","7.8","2.8","1.6","30.4",".127","1.6","10.6"
"Cedric Simmons","2006","NOK","15","15","NC State","3","75","705","163","141","14",".409","",".390","9.4","2.2","1.9","0.2","0.1",".005","-5.0","-0.5"
"Rodney Carney","2006","CHI","16","16","Memphis","5","299","4600","1778","588","132",".422",".338",".704","15.4","5.9","2.0","0.4","6.2",".064","-1.6","0.5"
"Shawne Williams","2006","IND","17","17","Memphis","7","314","5368","1769","945","220",".403",".339",".755","17.1","5.6","3.0","0.7","6.7",".060","-2.2","-0.3"
"Oleksiy Pecherov","2006","WAS","18","18","","3","111","1044","438","266","20",".386",".290",".793","9.4","3.9","2.4","0.2","0.5",".025","-4.8","-0.7"
"Quincy Douby","2006","SAC","19","19","Rutgers University","3","143","1535","588","152","93",".389",".312",".884","10.7","4.1","1.1","0.7","0.0",".000","-3.5","-0.6"
"Renaldo Balkman","2006","NYK","20","20","South Carolina","6","221","3064","894","769","132",".510",".172",".542","13.9","4.0","3.5","0.6","7.2",".113","0.1","1.6"
"Rajon Rondo","2006","PHO","21","21","Kentucky","14","873","27103","8909","4131","7215",".458",".316",".606","31.0","10.2","4.7","8.3","59.8",".106","1.3","22.8"
"Marcus Williams","2006","NJN","22","22","UConn","4","203","3095","1128","361","574",".386",".321",".767","15.2","5.6","1.8","2.8","0.0","-.001","-3.3","-1.0"
"Josh Boone","2006","NJN","23","23","UConn","4","256","4482","1340","1258","125",".544","",".445","17.5","5.2","4.9","0.5","9.1",".097","-2.0","0.0"
"Kyle Lowry","2006","MEM","24","24","Villanova","14","914","28879","13481","3946","5657",".423",".366",".809","31.6","14.7","4.3","6.2","94.1",".156","3.2","38.2"
"Shannon Brown","2006","CLE","25","25","Michigan State","9","408","7329","3118","760","458",".420",".332",".807","18.0","7.6","1.9","1.1","9.2",".060","-1.5","1.0"
"Jordan Farmar","2006","LAL","26","26","UCLA","10","504","9840","3888","958","1453",".423",".374",".739","19.5","7.7","1.9","2.9","13.9",".068","-0.5","3.7"
"Sergio Rodríguez","2006","PHO","27","27","","5","353","5281","1747","525","1183",".409",".337",".739","15.0","4.9","1.5","3.4","4.3",".039","-2.0","0.1"
"Maurice Ager","2006","DAL","28","28","Michigan State","4","82","505","169","46","19",".339",".250",".566","6.2","2.1","0.6","0.2","-0.9","-.089","-9.4","-0.9"
"Mardy Collins","2006","NYK","29","29","Temple","4","189","2771","742","336","327",".380",".299",".599","14.7","3.9","1.8","1.7","-1.6","-.027","-4.4","-1.7"
"Joel Freeland","2006","POR","30","30","","3","151","1821","477","518","65",".459",".000",".728","12.1","3.2","3.4","0.4","3.2",".084","-3.3","-0.6"
"James White","2006","POR","31","31","Cincinnati","3","67","583","182","68","35",".438",".340",".676","8.7","2.7","1.0","0.5","0.8",".062","-3.2","-0.2"
"Steve Novak","2006","HOU","32","32","Marquette","11","467","5657","2177","591","132",".437",".430",".877","12.1","4.7","1.3","0.3","14.5",".123","0.8","4.0"
"Solomon Jones","2006","ATL","33","33","South Florida","8","281","3092","839","654","99",".467",".111",".717","11.0","3.0","2.3","0.4","5.0",".078","-4.0","-1.6"
"Paul Davis","2006","LAC","34","34","Michigan State","4","82","702","217","158","32",".402",".000",".732","8.6","2.6","1.9","0.4","0.5",".035","-4.2","-0.4"
"P.J. Tucker","2006","TOR","35","35","Texas","9","654","19192","4804","3799","939",".421",".361",".748","29.3","7.3","5.8","1.4","34.1",".085","-0.6","6.6"
"Craig Smith","2006","MIN","36","36","Boston College","6","403","6826","3080","1567","322",".553",".037",".661","16.9","7.6","3.9","0.8","16.0",".113","-1.2","1.4"
"Bobby Jones","2006","MIN","37","37","Washington","2","91","867","288","149","44",".442",".306",".685","9.5","3.2","1.6","0.5","1.1",".060","-4.1","-0.5"
"Kosta Perović","2006","GSW","38","38","","1","7","38","10","13","1",".300","",".667","5.4","1.4","1.9","0.1","0.0",".060","-5.9","0.0"
"David Noel","2006","MIL","39","39","UNC","1","68","792","184","123","65",".367",".321",".860","11.6","2.7","1.8","1.0","0.4",".024","-3.1","-0.2"
"Denham Brown","2006","SEA","40","40","UConn","","","","","","","","","","","","","","","","",""
"James Augustine","2006","ORL","41","41","Illinois","2","27","156","42","33","4",".514","",".500","5.8","1.6","1.2","0.1","0.3",".101","-2.7","0.0"
"Daniel Gibson","2006","CLE","42","42","Texas","7","397","9316","3115","792","775",".402",".407",".780","23.5","7.8","2.0","2.0","16.0",".082","-1.0","2.4"
"Marcus Vinicius","2006","NOK","43","43","","2","26","172","50","19","7",".457",".421",".556","6.6","1.9","0.7","0.3","0.2",".056","-3.0","0.0"
"Lior Eliyahu","2006","ORL","44","44","","","","","","","","","","","","","","","","","",""
"Alexander Johnson","2006","IND","45","45","Florida State","2","102","1302","439","275","30",".517","",".672","12.8","4.3","2.7","0.3","1.5",".056","-4.6","-0.9"
"Dee Brown","2006","UTA","46","46","Illinois","2","68","711","140","69","119",".340",".250",".643","10.5","2.1","1.0","1.8","0.1",".008","-3.0","-0.2"
"Paul Millsap","2006","UTA","47","47","Louisiana Tech","14","996","28961","13919","7297","2251",".490",".343",".737","29.1","14.0","7.3","2.3","91.7",".152","2.0","29.1"
"Vladimir Veremeenko","2006","WAS","48","48","","","","","","","","","","","","","","","","","",""
"Leon Powe","2006","DEN","49","49","California","5","239","3320","1484","911","78",".515",".000",".682","13.9","6.2","3.8","0.3","12.0",".174","-1.6","0.3"
"Ryan Hollins","2006","CHA","50","50","UCLA","10","518","6134","1913","1140","151",".584",".000",".649","11.8","3.7","2.2","0.3","10.4",".081","-4.1","-3.2"
"Cheikh Samb","2006","LAL","51","51","","2","22","114","22","31","1",".250",".000",".444","5.2","1.0","1.4","0.0","-0.1","-.056","-9.1","-0.2"
"Guillermo Díaz","2006","LAC","52","52","Miami (FL)","1","6","18","5","2","1",".250",".000",".600","3.0","0.8","0.3","0.2","0.0",".033","-2.9","0.0"
"Yotam Halperin","2006","SEA","53","53","","","","","","","","","","","","","","","","","",""
"Hassan Adams","2006","NJN","54","54","Arizona","2","73","547","185","84","14",".534",".000",".643","7.5","2.5","1.2","0.2","0.8",".072","-2.3","0.0"
"Ejike Ugboaja","2006","CLE","55","55","","","","","","","","","","","","","","","","","",""
"Edin Bavčić","2006","TOR","56","56","","","","","","","","","","","","","","","","","",""
"Loukas Mavrokefalidis","2006","MIN","57","57","","","","","","","","","","","","","","","","","",""
"J.R. Pinnock","2006","DAL","58","58","George Washington","","","","","","","","","","","","","","","","",""
"Damir Markota","2006","SAS","59","59","","1","30","170","51","31","6",".365",".375",".636","5.7","1.7","1.0","0.2","-0.2","-.070","-8.5","-0.3"
"Will Blalock","2006","DET","60","60","Iowa State","1","14","166","25","15","17",".300",".200","1.000","11.9","1.8","1.1","1.2","-0.1","-.032","-5.8","-0.2"
"Greg Oden","2007","POR","1","1","Ohio State","3","105","2028","840","656","51",".574","",".658","19.3","8.0","6.2","0.5","7.3",".174","-0.4","0.8"
"Kevin Durant","2007","SEA","2","2","Texas","12","849","31305","22940","5992","3486",".493",".381",".883","36.9","27.0","7.1","4.1","141.7",".217","6.7","69.0"
"Al Horford","2007","ATL","3","3","Florida","13","853","27810","11890","7053","2818",".520",".364",".754","32.6","13.9","8.3","3.3","91.1",".157","2.8","33.7"
"Mike Conley","2007","MEM","4","4","Ohio State","13","835","27063","12408","2478","4717",".439",".375",".819","32.4","14.9","3.0","5.6","73.9",".131","2.3","29.5"
"Jeff Green","2007","BOS","5","5","Georgetown","12","908","26779","11773","4008","1421",".442",".334",".805","29.5","13.0","4.4","1.6","42.3",".076","-1.3","4.5"
"Yi Jianlian","2007","MIL","6","6","","5","272","6038","2148","1339","192",".404",".333",".780","22.2","7.9","4.9","0.7","3.1",".025","-4.3","-3.5"
"Corey Brewer","2007","MIN","7","7","Florida","13","819","18771","7097","2287","1250",".425",".284",".713","22.9","8.7","2.8","1.5","22.5",".058","-1.6","2.0"
"Brandan Wright","2007","CHA","8","8","UNC","10","428","6949","2976","1560","199",".607",".000",".674","16.2","7.0","3.6","0.5","26.2",".181","2.3","7.5"
"Joakim Noah","2007","CHI","9","9","Florida","13","672","18646","5881","6058","1907",".491",".000",".700","27.7","8.8","9.0","2.8","61.9",".159","2.5","20.9"
"Spencer Hawes","2007","SAC","10","10","Washington","10","684","15541","5932","3893","1271",".457",".350",".716","22.7","8.7","5.7","1.9","22.6",".070","-1.1","3.4"
"Acie Law","2007","ATL","11","11","Texas A&M","4","188","2385","725","195","309",".413",".235",".778","12.7","3.9","1.0","1.6","1.6",".032","-3.9","-1.1"
"Thaddeus Young","2007","PHI","12","12","Georgia Tech","13","965","29281","12703","5714","1607",".498",".333",".670","30.3","13.2","5.9","1.7","61.6",".101","0.3","16.9"
"Julian Wright","2007","NOK","13","13","Kansas","4","231","3049","907","531","182",".499",".262",".584","13.2","3.9","2.3","0.8","3.9",".061","-0.5","1.2"
"Al Thornton","2007","LAC","14","14","Florida State","4","296","8274","3527","1233","353",".452",".293",".747","28.0","11.9","4.2","1.2","6.1",".035","-3.5","-3.2"
"Rodney Stuckey","2007","DET","15","15","Eastern Washington","10","651","17890","8185","1912","2333",".423",".300",".824","27.5","12.6","2.9","3.6","28.7",".077","-0.9","4.9"
"Nick Young","2007","WAS","16","16","USC","12","720","16419","8194","1427","687",".418",".376",".836","22.8","11.4","2.0","1.0","18.6",".054","-2.2","-0.8"
"Sean Williams","2007","NJN","17","17","Boston College","4","137","1978","581","472","47",".511",".000",".624","14.4","4.2","3.4","0.3","3.0",".073","-3.1","-0.6"
"Marco Belinelli","2007","GSW","18","18","","13","860","19548","8370","1769","1429",".424",".376",".846","22.7","9.7","2.1","1.7","30.5",".075","-1.3","3.3"
"Javaris Crittenton","2007","LAL","19","19","Georgia Tech","2","113","1853","595","276","201",".442",".231",".638","16.4","5.3","2.4","1.8","0.1",".002","-4.2","-1.0"
"Jason Smith","2007","MIA","20","20","Colorado State","11","616","10029","3777","2075","453",".468",".333",".783","16.3","6.1","3.4","0.7","14.1",".067","-2.9","-2.4"
